StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Attention,Competence_1,Intelligence_1,Qualification_1,Honesty_1,Ethic_1,Sincerity_1,Concern_1,Eagerness_1,Consideration_1,Feedback_1,Transparency_1,Attentiveness_1,Impressiveness,condition,PROLIFIC_PID
2025-11-04 08:36:10,2025-11-04 08:38:55,IP Address,100,165,True,2025-11-04 08:38:55,R_3aPL8E1HvSUhTbB,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,90,95,95,98,95,90,95,86,75,80,92,4 - Very impressive,control,608bfa04767191aa4d57bfd8
2025-11-04 08:34:56,2025-11-04 08:39:01,IP Address,100,244,True,2025-11-04 08:39:01,R_3aPN2dNn68n7TLN,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",70,80,80,50,50,65,75,75,65,50,50,50,3 - Quite impressive,combination,67ade0c7138bc5e2f5d72575
2025-11-04 08:33:47,2025-11-04 08:39:01,IP Address,100,314,True,2025-11-04 08:39:02,R_6qhM7CdsEE3N7fH,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",93,94,96,89,85,87,95,97,98,77,79,79,4 - Very impressive,impressive,604682ba80d421045184668a
2025-11-04 08:35:58,2025-11-04 08:39:02,IP Address,100,183,True,2025-11-04 08:39:02,R_6fIJEZ4ntk6ODv5,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,98,99,100,100,99,100,100,97,96,100,5 - Extremely impressive,combination,5c2ab2de9136140001b90737
2025-11-04 08:35:04,2025-11-04 08:39:02,IP Address,100,237,True,2025-11-04 08:39:02,R_7hRPh8U4ynozqtr,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",86,83,85,58,74,72,76,78,76,68,83,76,4 - Very impressive,impressive,5debce5335575a2bed69acc6
2025-11-04 08:36:26,2025-11-04 08:39:04,IP Address,100,157,True,2025-11-04 08:39:04,R_3SxIgx3UgojU4Br,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,96,100,100,96,52,5 - Extremely impressive,combination,5b757a03976ecb0001b1168f
2025-11-04 08:35:50,2025-11-04 08:39:10,IP Address,100,199,True,2025-11-04 08:39:10,R_6KaOBAy4kp9uPCh,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,84,72,65,77,84,86,75,59,70,50,56,4 - Very impressive,control,65cba5290b9dca9291cd76ac
2025-11-04 08:35:42,2025-11-04 08:39:15,IP Address,100,212,True,2025-11-04 08:39:15,R_3gZxJJilJlnErkr,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,98,99,100,99,100,100,98,98,98,3 - Quite impressive,random,63936bad01efa1e55f6e149d
2025-11-04 08:35:51,2025-11-04 08:39:15,IP Address,100,203,True,2025-11-04 08:39:15,R_3d0j6Hbuhi2Wt3N,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,76,71,66,73,76,67,79,78,81,91,82,67,3 - Quite impressive,combination,65cb86a7e667e637599a3af3
2025-11-04 08:32:54,2025-11-04 08:39:22,IP Address,100,388,True,2025-11-04 08:39:23,R_6RvL4quXjxH7iGD,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,90,85,90,85,100,80,100,50,100,50,5 - Extremely impressive,combination,62def0e20f5de21c88a7ffe7
2025-11-04 08:32:35,2025-11-04 08:39:26,IP Address,100,411,True,2025-11-04 08:39:26,R_1gus2H3sHsqoL73,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,65,74,76,69,71,70,75,86,72,77,92,92,3 - Quite impressive,impressive,67842c60c9cba1e154a69bbd
2025-11-04 08:35:20,2025-11-04 08:39:35,IP Address,100,254,True,2025-11-04 08:39:35,R_5mqnG44TlePdzUd,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,93,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,control,65293fa9b73b0edd4fd93b95
2025-11-04 08:36:13,2025-11-04 08:39:36,IP Address,100,203,True,2025-11-04 08:39:36,R_6NJsToZU6kCL6ih,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,80,80,100,80,80,100,75,70,100,5 - Extremely impressive,random,64345edc0fd9813bdd9ef181
2025-11-04 08:35:50,2025-11-04 08:39:41,IP Address,100,230,True,2025-11-04 08:39:41,R_3u6YEyAxuh6kb3b,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,95,100,100,100,100,100,100,95,100,95,5 - Extremely impressive,combination,5d09036d59d0de0001310b4e
2025-11-04 08:37:04,2025-11-04 08:39:43,IP Address,100,159,True,2025-11-04 08:39:43,R_51aYJBjK3Nu0ZcW,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,50,50,50,50,50,50,50,50,50,50,50,3 - Quite impressive,random,60fce0bedbae8b8996c93203
2025-11-04 08:33:03,2025-11-04 08:39:44,IP Address,100,401,True,2025-11-04 08:39:45,R_5FzULElb4fV6dJy,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,combination,680c0636408121caf12fe0d1
2025-11-04 08:36:56,2025-11-04 08:39:46,IP Address,100,169,True,2025-11-04 08:39:46,R_7I9SvFeCriCMth8,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",100,100,100,82,100,81,73,81,88,73,100,66,4 - Very impressive,control,65f353147653b5d6eee93ebe
2025-11-04 08:31:56,2025-11-04 08:39:50,IP Address,100,474,True,2025-11-04 08:39:51,R_5OOjmrUptt4cWaZ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,9,71,70,50,50,19,50,50,50,8,18,9,1 - Not very impressive,control,5db48b4d14dab8000de45fdf
2025-11-04 08:36:38,2025-11-04 08:39:51,IP Address,100,193,True,2025-11-04 08:39:52,R_5PdejsP6rAFSasb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,82,91,89,74,70,71,70,53,53,62,65,60,3 - Quite impressive,random,5f218f86a3a5b05784d9d371
2025-11-04 08:31:29,2025-11-04 08:40:00,IP Address,100,510,True,2025-11-04 08:40:00,R_3iF2q5XEDeARrVn,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,95,100,100,100,100,100,100,100,100,100,100,4 - Very impressive,combination,5d951ede9b6f880018f63b6e
2025-11-04 08:36:00,2025-11-04 08:40:05,IP Address,100,245,True,2025-11-04 08:40:06,R_3V01G6WDGzRegAp,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,35,40,40,30,30,30,55,50,45,20,20,25,1 - Not very impressive,combination,58f3760092ac81000154f8af
2025-11-04 08:35:27,2025-11-04 08:40:20,IP Address,100,292,True,2025-11-04 08:40:21,R_3YblGe4bBkX60fL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,91,90,91,100,100,100,4 - Very impressive,control,5cda0f40fbe78a00192192a3
2025-11-04 08:37:37,2025-11-04 08:40:23,IP Address,100,165,True,2025-11-04 08:40:23,R_6gHlUR4UJ6yulhy,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,86,100,54,5 - Extremely impressive,impressive,5de82c263aa2777a36b996b2
2025-11-04 08:36:58,2025-11-04 08:40:23,IP Address,100,204,True,2025-11-04 08:40:23,R_7QflgV329CXXf1E,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,100,100,96,96,100,100,100,95,80,95,90,4 - Very impressive,combination,66e8b1b59be9621d5b1ecdb2
2025-11-04 08:38:21,2025-11-04 08:40:38,IP Address,100,137,True,2025-11-04 08:40:39,R_3g6MoqyIA39ci9L,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,88,97,83,86,87,77,82,78,82,85,73,4 - Very impressive,control,67195ce0322d3935df36e8be
2025-11-04 08:35:16,2025-11-04 08:40:40,IP Address,100,324,True,2025-11-04 08:40:41,R_6KeYI9ILHktiXot,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,61,58,83,61,57,57,60,56,53,57,53,50,3 - Quite impressive,impressive,5fefefa4c9707d3516361c9c
2025-11-04 08:36:43,2025-11-04 08:40:42,IP Address,100,238,True,2025-11-04 08:40:42,R_7LHwK1gnT1nnP17,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",97,100,89,92,96,94,91,92,94,77,91,34,4 - Very impressive,combination,66b220f52efa370a54b655ee
2025-11-04 08:36:46,2025-11-04 08:40:42,IP Address,100,235,True,2025-11-04 08:40:42,R_5gTKirAGjlzate1,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,85,90,70,80,80,65,80,60,60,60,50,4 - Very impressive,combination,65569bd41647d0a04d531a02
2025-11-04 08:37:31,2025-11-04 08:40:42,IP Address,100,191,True,2025-11-04 08:40:43,R_5YmthYxKLffFDH3,anonymous,EN,I give my informed consent to participate in this study.,""" I pay attention """,62,71,72,67,63,73,76,79,75,62,70,77,3 - Quite impressive,combination,66bebab38c31e1f15e3e1fd5
2025-11-04 08:36:01,2025-11-04 08:40:47,IP Address,100,285,True,2025-11-04 08:40:47,R_3npKhDPrAuEZHI3,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,98,100,95,89,84,99,73,78,70,41,75,34,5 - Extremely impressive,impressive,5bab925733ff970001e34e1e
2025-11-04 08:35:26,2025-11-04 08:40:55,IP Address,100,328,True,2025-11-04 08:40:56,R_6VkffbYlqse7zqa,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,73,81,82,65,75,80,67,84,60,81,65,59,1 - Not very impressive,random,6682b0b622da87763c14179c
2025-11-04 08:32:06,2025-11-04 08:41:03,IP Address,100,536,True,2025-11-04 08:41:03,R_1sojVeFjmTl0Y0d,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,control,6769cc78e79f747dda9c7b8f
2025-11-04 08:36:22,2025-11-04 08:41:03,IP Address,100,281,True,2025-11-04 08:41:03,R_3Yfio6EdZKBj6Em,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,70,89,84,27,15,26,30,30,50,5,22,29,3 - Quite impressive,impressive,5dd438b65a40f24302c09c2d
2025-11-04 08:39:01,2025-11-04 08:41:03,IP Address,100,122,True,2025-11-04 08:41:04,R_3phFZ8AgIdFHskh,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",92,96,94,98,98,81,92,89,91,82,97,82,4 - Very impressive,impressive,6147724c13bb365774e24af1
2025-11-04 08:34:01,2025-11-04 08:41:03,IP Address,100,422,True,2025-11-04 08:41:04,R_3LtlBalncPFukGg,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,95,95,80,90,89,99,92,93,92,99,100,5 - Extremely impressive,impressive,681fb4307ad889766965fc3b
2025-11-04 08:37:53,2025-11-04 08:41:04,IP Address,100,191,True,2025-11-04 08:41:04,R_79hICxqnn3TL1YJ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,95,93,91,94,98,98,95,91,98,98,4 - Very impressive,combination,5f4d07b4fae27694de8f5af1
2025-11-04 08:39:04,2025-11-04 08:41:06,IP Address,100,122,True,2025-11-04 08:41:07,R_3goqgbq5Q1ZK2Rq,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,70,100,70,2 - A bit impressive,random,666f2488909bc0331b8563e6
2025-11-04 08:38:00,2025-11-04 08:41:08,IP Address,100,188,True,2025-11-04 08:41:09,R_3E1jVW12qbulRAT,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,90,95,80,5 - Extremely impressive,impressive,6515e8e5397123c0c6e68561
2025-11-04 08:35:37,2025-11-04 08:41:09,IP Address,100,332,True,2025-11-04 08:41:10,R_3v2GjejZ81t66XZ,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",90,95,100,95,100,100,85,85,80,90,95,95,5 - Extremely impressive,impressive,672c4e9de7470fea73a46ece
2025-11-04 08:38:53,2025-11-04 08:41:18,IP Address,100,145,True,2025-11-04 08:41:18,R_3lhYymX8IZzXfnb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,95,90,90,90,90,90,50,95,95,50,5 - Extremely impressive,control,5d47abcc2dc88900166f27c9
2025-11-04 08:36:35,2025-11-04 08:41:19,IP Address,100,284,True,2025-11-04 08:41:19,R_3XnysjP1UdgBhAk,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,50,50,50,50,50,50,50,50,50,50,50,3 - Quite impressive,impressive,5f80bc44efa2c013099af460
2025-11-04 08:36:34,2025-11-04 08:41:23,IP Address,100,288,True,2025-11-04 08:41:24,R_6pq2WShrHNTosKJ,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",50,50,60,50,50,50,50,50,50,50,50,50,2 - A bit impressive,impressive,5f09c6321e9e02256121e4d6
2025-11-04 08:38:50,2025-11-04 08:41:27,IP Address,100,157,True,2025-11-04 08:41:27,R_7FwZcHfT1PETlVQ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,97,97,97,99,97,98,95,98,97,97,99,98,4 - Very impressive,control,5bb7af73dd840f0001d85935
2025-11-04 08:33:56,2025-11-04 08:41:28,IP Address,100,451,True,2025-11-04 08:41:28,R_68Up7d62Y4k9y8a,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,86,92,91,87,95,92,83,76,65,33,66,26,4 - Very impressive,combination,58c1ce3c3783090001b49355
2025-11-04 08:37:55,2025-11-04 08:41:35,IP Address,100,219,True,2025-11-04 08:41:35,R_3kqaFwTlwtZYs9E,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,79,84,74,30,73,64,71,70,43,23,67,23,2 - A bit impressive,random,5e121701dc79bd8a1a22ca99
2025-11-04 08:36:36,2025-11-04 08:41:38,IP Address,100,302,True,2025-11-04 08:41:39,R_3hurgu75zE46NdX,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,impressive,672268205351c30413c9837e
2025-11-04 08:32:27,2025-11-04 08:41:45,IP Address,100,557,True,2025-11-04 08:41:45,R_3qJPQVqj6bYsqkg,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",79,85,83,50,50,50,50,50,50,50,50,50,2 - A bit impressive,impressive,6631b05fc366d064b4bf27e7
2025-11-04 08:38:12,2025-11-04 08:41:46,IP Address,100,213,True,2025-11-04 08:41:46,R_1NdE7SS2wNKJCQ9,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,89,88,87,89,89,90,86,86,87,86,85,82,2 - A bit impressive,random,614dd304ed948bbfe8c22215
2025-11-04 08:35:25,2025-11-04 08:41:46,IP Address,100,380,True,2025-11-04 08:41:46,R_3XjIc3gAVLSsxzA,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,90,100,90,4 - Very impressive,impressive,67389f3912380b4b3cd0b7d7
2025-11-04 08:36:22,2025-11-04 08:41:49,IP Address,100,327,True,2025-11-04 08:41:50,R_6QEaf8OfQerwLqp,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,85,80,85,90,85,80,80,80,70,85,70,3 - Quite impressive,impressive,648746670a6ffb0022fdb933
2025-11-04 08:31:31,2025-11-04 08:41:53,IP Address,100,622,True,2025-11-04 08:41:53,R_5Yaj08gucGazeKI,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,90,80,80,80,80,80,80,80,80,80,4 - Very impressive,combination,677b1c591c75af9d5239d824
2025-11-04 08:35:57,2025-11-04 08:42:02,IP Address,100,364,True,2025-11-04 08:42:02,R_60INplrP1aNlHE0,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",95,90,100,100,100,100,100,100,100,100,100,80,5 - Extremely impressive,impressive,605e3361872cb8fbc1c3ffd9
2025-11-04 08:34:06,2025-11-04 08:42:14,IP Address,100,488,True,2025-11-04 08:42:15,R_593S2llRxTR8ljj,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",64,30,26,12,13,11,20,8,9,22,10,12,2 - A bit impressive,combination,671dda0e45e76f35ce05de62
2025-11-04 08:34:07,2025-11-04 08:42:15,IP Address,100,488,True,2025-11-04 08:42:16,R_6nPm8HOPnzcneki,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,90,100,90,5 - Extremely impressive,impressive,62b35a7d9d9cd966ebcf3ef8
2025-11-04 08:36:30,2025-11-04 08:42:17,IP Address,100,346,True,2025-11-04 08:42:17,R_6Kr2vNq8EOC8EAJ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,91,91,88,90,90,90,95,95,90,95,95,95,5 - Extremely impressive,combination,5a0a02fba383a100011b4b5e
2025-11-04 08:32:48,2025-11-04 08:42:18,IP Address,100,570,True,2025-11-04 08:42:19,R_6rHdMhVSQvjXWf8,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,96,92,97,92,98,97,98,93,96,94,91,88,4 - Very impressive,combination,5ed559e5afbd830e2117ed55
2025-11-04 08:40:08,2025-11-04 08:42:26,IP Address,100,138,True,2025-11-04 08:42:26,R_7R3MBBBXCFcfdbc,anonymous,EN,I give my informed consent to participate in this study.,i pay attention,16,38,12,0,5,7,6,11,11,8,3,12,1 - Not very impressive,combination,67e0a1a0f697d75087b7050d
2025-11-04 08:38:53,2025-11-04 08:42:29,IP Address,100,216,True,2025-11-04 08:42:30,R_3SE1Nw6w5zNwOsh,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,89,92,94,76,70,79,77,80,84,67,90,66,4 - Very impressive,combination,57527f5f0811ad0006f37c29
2025-11-04 08:40:03,2025-11-04 08:42:40,IP Address,100,157,True,2025-11-04 08:42:41,R_7dSWpNuo3bSFaum,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,97,96,95,96,97,97,96,95,96,92,97,56,5 - Extremely impressive,impressive,60430fc782b5752a7ae8d797
2025-11-04 08:33:57,2025-11-04 08:42:44,IP Address,100,526,True,2025-11-04 08:42:45,R_3jqBfddrpJTNml8,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,96,95,95,95,95,95,95,95,92,95,94,97,5 - Extremely impressive,impressive,67c21a86f88930723b32260a
2025-11-04 08:40:06,2025-11-04 08:42:49,IP Address,100,162,True,2025-11-04 08:42:50,R_5B8UHsRQQeqfmmn,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,97,96,99,100,97,98,98,95,99,96,100,5 - Extremely impressive,combination,6640be7edc706d4622dbab1c
2025-11-04 08:38:34,2025-11-04 08:42:54,IP Address,100,259,True,2025-11-04 08:42:55,R_7dgpuewhXdv7YGt,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,91,100,100,100,93,98,71,78,50,4 - Very impressive,impressive,671104a3b307bee2953cb286
2025-11-04 08:33:50,2025-11-04 08:42:56,IP Address,100,545,True,2025-11-04 08:42:56,R_76zcy6Ee9qBPDKp,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,67,71,56,69,57,57,61,64,55,77,75,79,2 - A bit impressive,impressive,671bbaf1bec15d847b871b9b
2025-11-04 08:36:27,2025-11-04 08:42:56,IP Address,100,389,True,2025-11-04 08:42:57,R_3ZIKJ8ORVGsrgNb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,71,71,64,75,75,75,65,71,50,50,59,62,1 - Not very impressive,random,66548fa0ec4d58a06e597a37
2025-11-04 08:39:15,2025-11-04 08:43:03,IP Address,100,227,True,2025-11-04 08:43:03,R_5CTk3GTHJRhXKVA,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,68,62,74,69,62,69,63,57,74,68,61,77,4 - Very impressive,combination,675bbc677f1e7c1d82e42a73
2025-11-04 08:40:38,2025-11-04 08:43:03,IP Address,100,145,True,2025-11-04 08:43:04,R_7QyTAZXRYIISF0c,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,89,86,85,87,77,82,81,77,72,99,69,81,3 - Quite impressive,impressive,668c8323480134a3e3b9156e
2025-11-04 08:39:31,2025-11-04 08:43:06,IP Address,100,215,True,2025-11-04 08:43:06,R_1hsVdjIALIv0J85,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,98,100,100,1,1,99,97,96,96,82,88,85,5 - Extremely impressive,control,57541379f5000a0006b06ab4
2025-11-04 08:39:07,2025-11-04 08:43:11,IP Address,100,244,True,2025-11-04 08:43:11,R_3SqHSEJ36IkPInD,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,90,85,85,85,85,97,96,93,62,60,60,3 - Quite impressive,random,66b77f8e10fb77f6a5b470da
2025-11-04 08:38:38,2025-11-04 08:43:45,IP Address,100,307,True,2025-11-04 08:43:46,R_6j2N1porMwoxaDl,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,50,50,50,50,50,60,60,50,41,43,50,2 - A bit impressive,combination,6818bf16e9ab9297215f36ac
2025-11-04 08:32:16,2025-11-04 08:43:53,IP Address,100,696,True,2025-11-04 08:43:53,R_1kLHEloF5jpsFA9,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,87,88,93,73,81,74,76,90,86,72,73,64,4 - Very impressive,impressive,67dbcd7722043bf1d1671b92
2025-11-04 08:41:08,2025-11-04 08:43:55,IP Address,100,167,True,2025-11-04 08:43:55,R_5WPGGSgWtfreo2i,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,90,90,90,90,80,85,80,85,90,85,5 - Extremely impressive,combination,6828c6ec49543b82bdca88e5
2025-11-04 08:38:15,2025-11-04 08:44:00,IP Address,100,344,True,2025-11-04 08:44:00,R_3hmOk5UQQwxxDVZ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,85,80,100,100,100,100,75,100,50,5 - Extremely impressive,impressive,5dcf6d762e4a050ac2cba07d
2025-11-04 08:41:24,2025-11-04 08:44:04,IP Address,100,160,True,2025-11-04 08:44:06,R_1L0w90k9xueHMMG,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,89,89,90,84,81,86,83,87,91,91,90,90,4 - Very impressive,control,606f9bca353fc36aba9ccb8b
2025-11-04 08:42:20,2025-11-04 08:44:05,IP Address,100,105,True,2025-11-04 08:44:06,R_1esStVoT3mhPUQx,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,83,83,86,68,68,71,87,88,83,63,63,68,3 - Quite impressive,random,61019bc7cffccb7dc8d612b2
2025-11-04 08:37:38,2025-11-04 08:44:08,IP Address,100,389,True,2025-11-04 08:44:09,R_6pxIQOG84nhBelX,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,85,85,80,85,85,80,80,85,75,85,80,4 - Very impressive,combination,6698502e9bc844218a76c883
2025-11-04 08:35:41,2025-11-04 08:44:12,IP Address,100,510,True,2025-11-04 08:44:12,R_52XHfFhVBWA7gbv,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,90,85,85,95,80,80,80,85,85,85,3 - Quite impressive,control,53987712fdf99b68e3a45021
2025-11-04 08:41:30,2025-11-04 08:44:15,IP Address,100,165,True,2025-11-04 08:44:16,R_1KZMDe4SP2w8XzP,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,71,72,80,60,70,75,80,91,65,55,70,35,3 - Quite impressive,control,677843bffe966e4dc7f484b3
2025-11-04 08:42:40,2025-11-04 08:44:18,IP Address,100,97,True,2025-11-04 08:44:18,R_1g71qARf7hMredi,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,72,75,78,79,80,89,90,90,79,75,79,78,4 - Very impressive,combination,677f0032603499bb93fef444
2025-11-04 08:40:22,2025-11-04 08:44:18,IP Address,100,236,True,2025-11-04 08:44:18,R_7s7grsbqaKU7MV0,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,96,97,98,97,98,97,98,98,98,96,99,99,4 - Very impressive,control,5ced23c585712e00190bd98a
2025-11-04 08:40:13,2025-11-04 08:44:18,IP Address,100,245,True,2025-11-04 08:44:19,R_6iIJ3IEjnovojZf,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,60,39,74,41,61,18,37,21,66,42,53,13,1 - Not very impressive,random,5ff591cba89e1b000bfb9852
2025-11-04 08:41:09,2025-11-04 08:44:19,IP Address,100,190,True,2025-11-04 08:44:19,R_1z28tLULqpsxLtT,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,98,95,96,99,84,98,96,86,84,90,97,93,5 - Extremely impressive,impressive,5c57631a47a04100010da795
2025-11-04 08:38:33,2025-11-04 08:44:27,IP Address,100,353,True,2025-11-04 08:44:27,R_3j8ND3UlrtUjaYc,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,combination,65ca418b08131c4a0ee1655a
2025-11-04 08:37:07,2025-11-04 08:44:38,IP Address,100,451,True,2025-11-04 08:44:39,R_7nCKlHY2J2ajAYb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,96,97,96,100,100,85,92,100,82,4 - Very impressive,impressive,5796beee454e5400015f4205
2025-11-04 08:34:55,2025-11-04 08:44:43,IP Address,100,587,True,2025-11-04 08:44:43,R_3lhJXbqbBVOCqWL,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,90,90,90,91,89,91,89,90,93,4 - Very impressive,combination,63c2fa5b78993a3a14e5e1c3
2025-11-04 08:40:48,2025-11-04 08:44:44,IP Address,100,236,True,2025-11-04 08:44:44,R_1dSKwrB0C9Mr2h1,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,97,95,97,97,98,99,96,97,97,89,97,92,3 - Quite impressive,random,5c75bf4c281ce000015ecc59
2025-11-04 08:42:32,2025-11-04 08:44:51,IP Address,100,139,True,2025-11-04 08:44:52,R_1FVijaIcyz3HqPT,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,60,60,60,50,50,50,50,50,50,50,50,50,2 - A bit impressive,combination,57c725d89a5f4f0001f661bd
2025-11-04 08:42:04,2025-11-04 08:44:52,IP Address,100,168,True,2025-11-04 08:44:53,R_1z73AtQr0FZEEfa,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,95,95,95,95,70,70,75,100,95,95,3 - Quite impressive,control,62b08773cf2ee3e1920099c8
2025-11-04 08:41:21,2025-11-04 08:44:53,IP Address,100,211,True,2025-11-04 08:44:53,R_52meKh4pMYvZJVS,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,92,92,92,93,92,93,86,88,87,94,94,90,5 - Extremely impressive,impressive,66c7dfc0b974270d47eafde3
2025-11-04 08:41:35,2025-11-04 08:44:57,IP Address,100,202,True,2025-11-04 08:44:57,R_5oF4J0skjGgUOot,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,82,82,86,71,72,73,81,70,71,50,68,50,3 - Quite impressive,random,64876e8c1a6f7c303a92351b
2025-11-04 08:41:14,2025-11-04 08:44:58,IP Address,100,223,True,2025-11-04 08:44:58,R_3Ia6emnppKvBVcA,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,96,91,95,87,91,92,88,82,85,81,89,82,5 - Extremely impressive,impressive,55aeaeb3fdf99b5c769f1f7c
2025-11-04 08:39:08,2025-11-04 08:44:58,IP Address,100,349,True,2025-11-04 08:44:59,R_6E4DAeN4OmMzQoS,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,90,100,95,4 - Very impressive,random,5d23460ad4c57900192b129c
2025-11-04 08:42:57,2025-11-04 08:45:01,IP Address,100,124,True,2025-11-04 08:45:01,R_1rPTQ4OjnJRdfgA,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,97,100,72,96,100,90,5 - Extremely impressive,control,660452d6f4aa3a41d687885b
